filename | text
clip_0098.wav| He wondered, If I can stay with him as a disciple, I can win his confidence. When I get an opportunity, I will rob him, and leave this place.
clip_0099.wav| Having planned so, the swindler approached the holy man with reverence, Om Namah Shivaya! I bow before Lord Shiva, the God of Destruction.
clip_0100.wav| With these words, he fell on the sage's feet and said, O Guruji, Please guide me to the right path of life.
clip_0101.wav| I am fed-up with life, and want to seek peace.
clip_0102.wav| The sage kindly replied, My son, I will surely guide you.
clip_0103.wav| You are blessed because you have come to me to seek peace at this young age.
clip_0104.wav| This was the opportunity the swindler was seeking, and he at once touched the feet of the sage for blessings, O Guruji, please accept me as your disciple. I will do whatever you ask me to do.
clip_0105.wav| The sage accepted the swindler as his disciple, but only on a condition.
clip_0106.wav| He said, A holy man as me is recommended to spend the night alone without company.
clip_0107.wav| This helps me to meditate also.
clip_0108.wav| So, you will not be allowed to enter the temple at night.
clip_0109.wav| You will sleep in a hut at the gate of the temple.
clip_0110.wav| The swindler agreed, I shall willingly serve your wishes in every way that you ask me to.
clip_0111.wav| In the evening, the sage initiated the rituals and formally took the swindler as his disciple.
clip_0112.wav| The swindler in return proved himself an obedient disciple.
clip_0113.wav| He messaged his hands and feet, washed his feet and helped him with all the rituals along with cleaning the temple.
clip_0114.wav| Although the sage was happy with his disciple, the swindler could not gain enough confidence for the sage to part with his bag when he was around.
clip_0115.wav| As days passed by, the swindler started getting frustrated,
clip_0116.wav| He does not trust me enough to leave the bag with me.
clip_0117.wav| I can gain access to the bag if I kill him with a knife or feed him with poison.
clip_0118.wav| When he was thinking all this, the swindler saw a young boy visit the sage.
clip_0119.wav| He was the son of one of the sage's followers.
clip_0120.wav| He invited the sage, O Guruji, I have come here personally to invite you to our house for the ceremony of sacred thread.
clip_0121.wav| Please accept the invitation to sanctify the ceremony with your kind presence.
clip_0122.wav| The sage accepted the invitation, and after some time started off for the town with the swindler.
clip_0123.wav| On the way, they came across a river, where the sage thought of relieving himself.
clip_0124.wav| He folded the bagful of money in his robe.
clip_0125.wav| He asked his disciple to look after it, My child, Look after the robe until I return.
clip_0126.wav| This was the opportunity that the swindler was seeking all the while.
clip_0127.wav| As soon as the sage went behind the bushes, the swindler ran away with the bagful of money.
clip_0128.wav| When the sage returned, he did not find the disciple around but found his robe lying on the ground.
clip_0129.wav| Shocked and anxious, he peered inside only to find his bag of money was gone.
clip_0130.wav| At once he knew what had happened, and began to shout, Oh! Where are you, you rascal. You have robbed me.
clip_0131.wav| The sage then started trailing the swindler's footsteps, but he reached town.
clip_0132.wav| He knew he will not be able to catch hold of him.
clip_0133.wav| He stayed the night in town to return empty-handed to his temple next morning.
clip_0134.wav| The wise indeed say, Do not be taken in by the sweet words of a swindler.
clip_0135.wav| One day while a sage was going through a jungle, he saw two golden rams fighting each other.
clip_0136.wav| Even though both were wounded, and blood was oozing out from their heads and bodies, they did not stop fighting and rammed at each other.
clip_0137.wav| At the same time, a hungry jackal was passing by.
clip_0138.wav| When he saw all the blood, he started licking the blood from the ground without caring for the fighting rams.
clip_0139.wav| Watching all this, the sage thought to himself, This jackal is a fool as it has become greedy by the smell of blood.
clip_0140.wav| If he comes between the fighting rams, it will get rammed and get hurt himself.
clip_0141.wav| No sooner had the sage thought of it, the jackal craving for more blood came nearer to the fighting rams, and got caught in the middle of their fight.
clip_0142.wav| Both the rams rammed into him by mistake.
clip_0143.wav| He got hit on his head, and fell down because he was severely wounded.
clip_0144.wav| The wise indeed say, Do not close your eyes to the impending danger due to greed.
clip_0145.wav| There was a big banyan tree, where two crows - husband and wife, had prepared a nice nest and made it their home.
clip_0146.wav| In the hollow of the same tree, lived a black cobra.
clip_0147.wav| The crows had a problem because the black cobra would climb up the tree and eat the newborns, whenever the female crow hatched her eggs.
clip_0148.wav| They could do nothing to save them.
clip_0149.wav| The crows went to a jackal, who lived in a nearby banyan tree, to seek his advice.
clip_0150.wav| They narrated everything to him and requested his advice for them to get rid of their problem.
clip_0151.wav| They said, O Friend, It has become dangerous to live here.
clip_0152.wav| Please tell us how we can protect our children from being eaten up by the wicked black cobra.
clip_0153.wav| The jackal replied, Please don't give up. Even powerful enemies can be overcome with the use of wit.
clip_0154.wav| On hearing this, the crows requested, O Friend, please tell us how we can overcome and destroy this wicked cobra.
clip_0155.wav| The jackal told them a plan, Fly into the capital of the kingdom, not far from here.
clip_0156.wav| Visit the house of someone who is wealthy and careless at the same time.
clip_0157.wav| Notice if something of value is lying around.
clip_0158.wav| If you find so, pick it up when the servants are watching you.
clip_0159.wav| He continued, You will need to fly slowly so that the servants can follow you. Return back to your tree and drop it in the hollow of the tree where the cobra lives. When the servants reach, they will kill the cobra when they see it.
clip_0160.wav| The crows decided to follow the jackal's advice and flew off immediately according to his plan.
clip_0161.wav| As they flew above the capital, the female crow noticed wealthy women swimming in a lake.
clip_0162.wav| They had left gold and pearl necklaces on the banks of the lake, which were guarded by royal servants.
clip_0163.wav| At once the female crow swooped down, and picked up a big necklace in her beak, and started flying slowly.
clip_0164.wav| When the royal servants noticed her, they picked up sticks and stones, and started throwing at her, and ran to chase her.
clip_0165.wav| As planned, she dropped the necklace in front of the hollow of the tree, where the black cobra was asleep.
clip_0166.wav| She sat on one of the branches for the royal servants to notice.
clip_0167.wav| When the royal servants arrived, the black cobra came out of the hollow of the tree to see what all the noise was about.
clip_0168.wav| The black cobra confronted the king's servants with swelling hood, but the servants attacked the cobra with sticks and stones to recover the necklace.
clip_0169.wav| They killed the wicked cobra, and returned with the necklace.
clip_0170.wav| And the crows, having gotten rid of the cobra, lived happily.
clip_0171.wav| The wise indeed say, Even a very powerful enemy can be destroyed through deceit.
clip_0172.wav| A heron lived near a big lake, which was full of fishes and other water creatures.
clip_0173.wav| The heron had grown so old, that he could not catch fishes from the lake anymore.
clip_0174.wav| He became lean and weak with every passing day due to lack of food.
clip_0175.wav| Unable to bear the hunger anymore, he hit upon a plan.
clip_0176.wav| As planned, he sat at the edge of the lake for everybody to see, and began crying.
clip_0177.wav| On seeing this, a crab took pity on him and went near, Uncle, What is the matter? Why are you crying instead to catching fishes?
clip_0178.wav| Continuing to pretend, the heron replied, My child, I would not touch any fish anymore. I have decided to renounce all worldly matters, and vowed to undertake a fast unto death.
clip_0179.wav| The crab asked, If you have indeed renounced worldly matters, why is it that you cry?
clip_0180.wav| The heron explained, My child, I have been in this lake from my birth. I have grown here.
clip_0181.wav| And now that I have grown so old that I hear that this lake will dry up as there will be no rains for the next twelve years.
clip_0182.wav| The crab was surprised to hear this, Uncle, please tell me if it is true. Please tell me where you have heard such thing.
clip_0183.wav| The heron replied, I have heard the news from a wise astrologer that there will be no rains for the next twelve years.
clip_0184.wav| You see, there is already not much water in the lake.
clip_0185.wav| And very soon, due to lack of rains, the lake will dry up completely very soon.
clip_0186.wav| The crab was taken aback by the news of what is to befall on them, and went to tell this to the other water creatures.
clip_0187.wav| On hearing this piece of news, everybody started to panic.
clip_0188.wav| They believed the heron, as he was not trying to catch any fish at all.
clip_0189.wav| So, they met the heron to seek advice, Please guide us to save us from this disaster
clip_0190.wav| The heron said, There is indeed a lake not far from here. It is full of water, and beautifully covered with lotus flowers.
clip_0191.wav| There is so much water in the lake, that it would not dry even if it did not rain for twenty four years.
clip_0192.wav| I can take you there, if you can ride on my back.
clip_0193.wav| He had already gained their confidence.
clip_0194.wav| So, they gathered around him and requested to carry them one at a time to the other lake and save them.
clip_0195.wav| The wicked heron had succeeded in his plan.
clip_0196.wav| Every day, he would carry on of them on his back pretending to take them to the other lake.
clip_0197.wav| After flying a little away from the lake, he would smash them against a rock and eat them up.
clip_0198.wav| He would then return after some time to the lake and relate false messages how they are happy in the other lake.
clip_0199.wav| This happened for many days, when the crab said to the heron, Uncle, you take others to the lake but it is me who is your first friend.
clip_0200.wav| Please take me to the other lake to save my life.
clip_0201.wav| The heron was happy to hear this. He thought to himself, Having a fish everyday has become monotonous. It is good that I will get to eat a crab today, for a change.
clip_0202.wav| Having thus decided, the heron started carrying the crab to the same rock.
clip_0203.wav| The crab looked down from above and saw the heap of bones and skeletons.
clip_0204.wav| At once, the crab understood what the heron was up to.
clip_0205.wav| He remained calm, and said to the heron, Uncle, the lake seems far and I am quite heavy.
clip_0206.wav| You must be getting tired, let us stop for some rest.
clip_0207.wav| The heron was confident that there was no way the crab can escape from him in the sky.
clip_0208.wav| The heron replied, There is no lake for real.
clip_0209.wav| This trip is for my own meal.
clip_0210.wav| As I do every day, I will smash you against a rock and make a meal out of you.
clip_0211.wav| When the heron confessed the truth, the crab got hold of the heron's neck with its strong claws, and strangled him to death.
clip_0212.wav| The crab laughed at himself that he had saved himself and the other water creatures from the trick played by the heron.
clip_0213.wav| He dragged the heron back to the lake.
clip_0214.wav| The other water creatures in the lake were surprised to see him back.
clip_0215.wav| They became curious, and asked all sort of questions.
clip_0216.wav| The crab laughed and replied, We were being made fools! The heron was an imposter and what he told about the lake drying up was all false.
clip_0217.wav| He was taking one of us every day for his meal in a rock not far from here.
clip_0218.wav| He proudly said, I understood what he was up to, and have killed the trickster.
clip_0219.wav| There is no need to worry, for we are safe in this lake.
clip_0220.wav| It is not going to dry up at all.
clip_0221.wav| The wise indeed say, When things go wrong, use your wit to overcome the situation.
clip_0222.wav| Mandavisarpini was a white flea.
clip_0223.wav| She lived in the folds of the exquisite white silk sheet that covered the bed of a king in a certain country.
clip_0224.wav| She fed on the king's blood without anybody noticing, and was happy to spend her days.
clip_0225.wav| One day, a bug managed to enter the beautifully decorated bedroom of the king.
clip_0226.wav| When the flea saw him, she warned, O Bug, what are you doing in the king's bedroom. Leave at once before you get caught!
clip_0227.wav| The bug replied, Madam, even if I were a good-for-nothing bug, that is no way to treat a guest.
clip_0228.wav| One should welcome a guest with humble words, sweet behaviour and offer refreshments.
clip_0229.wav| The bug continued, I have fed myself with all types of blood, but never have I had the pleasure of the blood of a king.
clip_0230.wav| It must be very sweet, for the king eats the choicest of food.
clip_0231.wav| I would love to taste the king's blood, if you permit.
clip_0232.wav| The flea was taken aback, O Bug, you have a nasty bite, like a sharp needle.
clip_0233.wav| Besides, I feed on the king's blood only when he is deep into his sleep.
clip_0234.wav| I can permit you to feed on the king's blood only if you promise to wait till he is asleep.
clip_0235.wav| The bug agreed, I promise to wait till the king is asleep, and only after you have fed yourself, will I feed myself on his blood.
clip_0236.wav| Soon after they decided on such terms, the king came to his bedroom and lay down to sleep.
clip_0237.wav| The bug could not control himself, and decided to take a tiny bite of the king, without waiting.
clip_0238.wav| As the king was yet to fall asleep, he jumped at the sharp bite of the bug.
clip_0239.wav| The king shouted at his servants, Hey, there is something in my bed that has bitten me.
clip_0240.wav| Look for it, as I have already been bitten.
clip_0241.wav| On hearing this, the bug quickly hid himself in a corner of the bed, before the servants could start searching for him.
clip_0242.wav| However, the servants scrutinized the entire bed, sheet by sheet, and found the flea between the folds.
clip_0243.wav| They killed her at once, and the king went to sleep without anymore worries.
clip_0244.wav| The wise indeed say, The false promises of friends as well as strangers have no value. You end up paying for it.
clip_0245.wav| There was once a jungle that was ruled by a lion called Madotkata, who had a leopard, a jackal and a crow at his service, along with other animals.
clip_0246.wav| As they did regularly, they were wandering about the jungle one day, when the lion saw a camel at a distance.
clip_0247.wav| This camel had separated from its caravan and was feeding itself on the green grass of the jungle.
clip_0248.wav| The lion took a fancy on this animal that he had not seen before, Let us go and ask this extraordinary animal, where he comes from.
clip_0249.wav| The crow, who flies to far-off places was aware and replied, Master, it is called a camel and this animal lives in villages.
clip_0250.wav| The flesh of this animal tastes good, let us kill it and eat it.
clip_0251.wav| But the lion disagreed, He does not belong to the jungle, so he is our guest. I will not kill it.
clip_0252.wav| Please go and assure him that no harm will be done, and bring him to me.
clip_0253.wav| As per the lion's instruction, they went to the camel and assured him that they were to bring it to the lion.
clip_0254.wav| They won its confidence, and they brought the camel to the lion.
clip_0255.wav| The camel stood before the lion and bowed.
clip_0256.wav| He also narrated how he had gotten separated from his caravan and how he had reached the jungle.
clip_0257.wav| On hearing this, the lion said, Oh Camel, if you return to the village you will be made a beast to carry burden again.
clip_0258.wav| Stay in the jungle under my kingdom instead.
clip_0259.wav| You can feast on the abundant green grass of the jungle without any fear.
clip_0260.wav| The camel accepted the offer, and they began to live together in peace.
clip_0261.wav| Later one day, the lion got severely wounded in a fight with a mad elephant.
clip_0262.wav| Such were his injuries that he could not take a few steps, let alone go out of his for hunting.
clip_0263.wav| Due to lack of food, the lion became weaker.
clip_0264.wav| The animals who served him were also starving since they were dependent on the lion for their food.
clip_0265.wav| When the lion could not bear anymore, he called them and said, Go and find any animal that I can prey upon even in my weak condition.
clip_0266.wav| This way I can provide food for you, and also for myself.
clip_0267.wav| All the animals wandered about the jungle without any success to find such an animal.
clip_0268.wav| On their way back, the jackal had a plan.
clip_0269.wav| He said to the crow, There is no point wandering about the jungle when the food is right in front of us.
clip_0270.wav| The camel can provide us with the food for all of us for a long time.
clip_0271.wav| The crow replied, Indeed, what you say is correct.
clip_0272.wav| But the master has assured the camel of his safety under his rule. He will refuse to kill him.
clip_0273.wav| The jackal said, Leave that to me.
clip_0274.wav| I will influence the master in a manner that he will agree to feast on the camel.
clip_0275.wav| You wait till I return after a discussion with the lion.
clip_0276.wav| The jackal met the lion and said, Master, we have been looking all around the jungle but could not find an animal for you.
clip_0277.wav| All of us have not had food for so long that we can hardly walk properly.
clip_0278.wav| Under this circumstance, if you agree to kill the camel, his flesh can provide food for all of us.
clip_0279.wav| The lion disagreed, Shame on you! How can I kill the camel when he has my assurance that his life will be safe under my kingdom.
clip_0280.wav| It is a sin to think likewise.
clip_0281.wav| But the jackal continued, Master, it would indeed be a sin to kill him after you have given him the assurance of his safety.
clip_0282.wav| But if he offers himself as your food by himself, it would then not be a sin to kill him and accept his offer.
clip_0283.wav| The jackal continued, What good are we, if we cannot be of our master's service in his time of need.
clip_0284.wav| Please kill one of us for yourself, and the others to save the rest of us from dying of hunger.
clip_0285.wav| The lion failed to justify the jackal and said, Please do what you think would be in the best for all of us.
clip_0286.wav| After this, the jackal returned to the other animals and declared, Our master is sick and weak.
clip_0287.wav| If something happened to him, there would not be anyone to protect us.
clip_0288.wav| We have failed to get any animal after wandering throughout the jungle.
clip_0289.wav| The only way now to repay our debts to our master would be to offer ourselves to him.
clip_0290.wav| This way the rest of us would be saved from dying of hunger too.
clip_0291.wav| As planned, all of them stood before the lion and bowed.
clip_0292.wav| They informed the lion that they did not succeed to find any animal for their food.
clip_0293.wav| The crow said, Master, we could not find an appropriate animal for your food.
clip_0294.wav| So, I offer myself. Please eat me to save yourself from hunger.
clip_0295.wav| The jackal interrupted, You are too small to provide flesh for the master.
clip_0296.wav| Even if he agrees your offer, it will not be enough for his survival.
clip_0297.wav| Indeed, you have proven your devotion and by offering yourself, you have already freed yourself from the debts of the master.
clip_0298.wav| He turned to the lion and said, Please accept my offer instead.
clip_0299.wav| The jackal stood humbly before the lion, Master, please eat me to save yourself from hunger.
clip_0300.wav| If you accept my sacrifice, I will be honoured with a place in heaven.
clip_0301.wav| On hearing this, the lion shook his head in refusal.
clip_0302.wav| This way, the other animals started offering themselves, but the lion kept refusing to accept their offer.
clip_0303.wav| The camel who was observing all this thought, All of them speak beautifully about offering themselves, but the master refuses to kill any of them.
clip_0304.wav| I shall seek to impress the master in a similar fashion.
clip_0305.wav| Thinking such, the camel said to the other animals, You have offered yourself, but the master cannot eat you because all of you are carnivores and belong to the same category as the lion himself.
clip_0306.wav| Stand by, for I shall offer myself.
clip_0307.wav| With this, the camel came forward and bowed before the lion.
clip_0308.wav| He said, Master, you need not kill any of these animals. Please eat me instead.
clip_0309.wav| I offer myself in return to your debts.
clip_0310.wav| I shall find my way to the heaven, if you may please accept my offer.
clip_0311.wav| No sooner had he made the offer, the other animals cheered.
clip_0312.wav| Having already been influenced by the jackal, the lion jumped on him.
clip_0313.wav| He was killed, and eaten by all the animals together.
clip_0314.wav| The wise indeed say, Always be on guard when you are in the company of wicked people. Do not be taken in by their sweet words.
clip_0315.wav| A pair of Tittibha birds, husband and wife lived on seashore.
clip_0316.wav| The female Tittibha bird was expecting to lay eggs and raise a family.
clip_0317.wav| When the time to lay eggs came, she asked her husband to look for a safe place to lay her eggs.
clip_0318.wav| My dear, please look for some good and safe place for me to lay eggs as it is almost time for me to lay the them.
clip_0319.wav| But the male Tittibha bird said, Dearest, where in the world could be a better place than this seashore? Please lay your eggs here.
clip_0320.wav| She disagreed, The waves of sea on full moon nights are so high that they can drag even an elephant into it.
clip_0321.wav| No, please find a place away from here.
clip_0322.wav| The male Tittibha bird laughed and insisted, The Sea would not even dare to do any harm to my children! Do not fear unnecessarily and lay eggs here without any worries.
clip_0323.wav| All the time, the Sea had been hearing this, and thought, From a small bird as he, such impudence is not expected.
clip_0324.wav| I'll certainly take away his eggs to see what he does after that and teach him a lesson.
clip_0325.wav| Within a few days, the female Tittibha bird laid her eggs in the seashore.
clip_0326.wav| Shortly afterward, when the birds went away in search of food, the Sea started making waves.
clip_0327.wav| The waves became higher and higher, till it swallowed the eggs into it.
clip_0328.wav| The birds returned later to find the nest empty.
clip_0329.wav| The female Tittibha bird started weeping bitterly, See for yourself that the waves of the sea has swallowed our eggs.
clip_0330.wav| You are a fool not to listen to me when I asked you to find a safe place to lay eggs.
clip_0331.wav| The male Tittibha bird continued its stupidity, Dear, don't you worry. I will prove to you how brilliant I am.
clip_0332.wav| I will dry the sea, and force it to return our eggs.
clip_0333.wav| The female Tittibha bird wondered, How can you dry this enormous sea?
clip_0334.wav| The male Tittibha bird explained, Even small beings can overcome the strongest opponents if they are zealous.
clip_0335.wav| And so, I plan to dry up the whole sea by sucking its water with my beak.
clip_0336.wav| The wife argued, How can you suck the sea dry, when rivers like the Ganges and Indus, and hundreds of other rivers flow into it.
clip_0337.wav| There is no good in this babbling.
clip_0338.wav| While the husband argued, I'll work day and night to suck all the water from the sea with my beak, which is as solid as iron.
clip_0339.wav| Man can succeed only after putting efforts.
clip_0340.wav| The female Tittibha bird understood that she will not be able to convince him,
clip_0341.wav| Dear, there is no point in arguing. If you want to conquer the sea, please call for your friends to help you.
clip_0342.wav| The husband agreed, All right, I will do this with the help of my friends.
clip_0343.wav| Now, all the friends of the male Tittibha bird were called and when they all gathered together, the male Tittibha bird explained his problem with the sea, and how it had insulted him, and how he plans to dry the sea to seek revenge.
clip_0344.wav| All the birds, the swan, crane, peacock and other unanimously agreed that the task was impossible.
clip_0345.wav| It is impossible for us to suck the sea to dry it up completely.
clip_0346.wav| Instead, let us visit our king, Garuda.
clip_0347.wav| When he comes to know that we have been harassed by the sea, he will get angry and seek revenge.
clip_0348.wav| Even if we merely pay him a visit to seek his advice, we shall feel relieved.
clip_0349.wav| As decided, they all went to their king, Garuda, and explained the reason of them being so sad.
clip_0350.wav| O King, the sea has robbed the eggs of the good Tittibha birds even after the fact that you are our protector.
clip_0351.wav| If this is allowed to continue, our entire race shall perish.
clip_0352.wav| Garuda realized that the birds were in grave circumstances, and agreed to go and dry the entire sea.
clip_0353.wav| Just as he was leaving, a messenger arrived from Lord Vishnu who needed his assistance at once, for some divine task.
clip_0354.wav| Garuda explained to the messenger that he was unable to serve his master at this time.
clip_0355.wav| I am such a common servant to the Lord for him to need me.
clip_0356.wav| The sea, which is the resting place of the Lord, has swallowed the eggs of the Tittibha birds.
clip_0357.wav| I refuse to serve him if he will not force the sea to return the eggs at once.
clip_0358.wav| This is my firm resolution. Please let him know of it.
clip_0359.wav| When Lord Vishnu came to know of Garuda's resolution from his messenger, he thought, I can understand his behaviour and need to pacify him.
clip_0360.wav| He is the king and protector of all the birds. I must meet Garuda at once.
clip_0361.wav| As Lord Vishnu visited Garuda, he bowed in respect and explained, O Master, the sea, which is your resting place has insulted me by swallowing the eggs of my humble servant, the good Tittibha birds.
clip_0362.wav| It is out of the respect that I have for you that I have not taken any step for revenge.
clip_0363.wav| Lord Vishnu considered his plea, Come with me Garuda.
clip_0364.wav| You are right. The sea should not have done such a thing on purpose.
clip_0365.wav| Let us go and return the eggs to the Tittibha birds.
clip_0366.wav| After that we will leave, as I need your assistance.
clip_0367.wav| They all went to the seashore where Lord Vishnu reprimanded the sea.
clip_0368.wav| Taking a thunderbolt in his hand, he warned, O Sea, you have been wicked.
clip_0369.wav| Return the eggs of the Tittibha birds at once or dare to face my anger.
clip_0370.wav| When the sea heard the warning from the Lord Vishnu himself, it was terrified.
clip_0371.wav| It apologised at once, and returned the eggs to the Tittibha birds.
clip_0372.wav| The wise indeed say, Do not underestimate the power of the timid.
clip_0373.wav| There lived a turtle called Kambugriva in a lake, who had two swans as her good friends.
clip_0374.wav| All three of them would meet on the banks of the lake every day, and exchanged stories, before returning at sunset.
clip_0375.wav| One year, there was no rain and lake started to dry.
clip_0376.wav| The swans got worried about the declining water level of the lake, and said to the turtle, You will not be able to survive in this lake.
clip_0377.wav| All the water in the lake will soon dry up.
